date,channel,campaign_type,region,impressions,clicks,ctr_pct,spend_usd,qualified_leads,conversions,conversion_rate_pct,revenue_usd,roas,cpa_usd
2024-05-14,LinkedIn,Consideration,South,249265,8593,3.45,16288.66,1000,580,6.75,205979.0,12.65,28.08
2024-05-14,Google Ads,Awareness,East,14885,453,3.04,946.86,73,55,12.14,18209.0,19.23,17.22
2024-05-14,Meta Ads,Consideration,West,74184,2411,3.25,6758.85,403,328,13.6,99261.26,14.69,20.61
2024-05-15,Google Ads,Awareness,East,185231,5886,3.18,15807.64,1132,105,1.78,12993.79,0.82,150.55
2024-05-15,LinkedIn,Consideration,West,61622,4666,7.57,5999.27,785,81,1.74,10801.98,1.8,74.07
2024-05-15,Organic Search,Conversion,West,81021,5322,6.57,13277.65,647,567,10.65,155541.85,11.71,23.42
2024-05-16,Referral,Consideration,North,125987,8531,6.77,22876.07,446,424,4.97,127924.83,5.59,53.95
2024-05-18,Display,Retention,North,38243,2301,6.02,2690.11,87,78,3.39,12463.44,4.63,34.49
2024-05-19,Google Ads,Conversion,West,208838,13084,6.27,39721.36,390,1761,13.46,286584.49,7.21,22.56
2024-05-20,Organic Social,Conversion,West,108651,6603,6.08,8775.1,924,73,1.11,15446.79,1.76,120.21
2024-05-20,Organic Search,Consideration,North,95768,2152,2.25,4209.15,355,95,4.41,28413.49,6.75,44.31
2024-05-21,Display,Awareness,South,148677,7906,5.32,7432.32,882,497,6.29,149335.49,20.09,14.95
2024-05-22,Referral,Consideration,North,228613,17295,7.57,60358.77,516,1147,6.63,242055.23,4.01,52.62
2024-05-22,Google Ads,Awareness,North,29045,1976,6.8,1770.78,229,245,12.4,39964.91,22.57,7.23
2024-05-22,Organic Search,Awareness,South,137197,8259,6.02,21651.49,1556,859,10.4,168267.96,7.77,25.21
2024-05-23,Display,Awareness,South,103696,3266,3.15,6459.82,416,315,9.64,40824.06,6.32,20.51
2024-05-23,Meta Ads,Conversion,South,118816,3117,2.62,7714.68,516,334,10.72,96449.97,12.5,23.1
2024-05-23,Display,Retention,South,20282,459,2.26,1459.69,75,50,10.89,7094.32,4.86,29.19
2024-05-23,Meta Ads,Conversion,South,192954,13512,7.0,22936.7,2537,538,3.98,51042.03,2.23,42.63
2024-05-23,Display,Retention,West,211322,9804,4.64,11479.83,1555,240,2.45,55293.81,4.82,47.83
2024-05-23,Display,Conversion,East,172260,2203,1.28,860.88,340,185,8.4,16753.6,19.46,4.65
2024-05-23,Organic Search,Retention,South,67068,4122,6.15,9960.84,256,510,12.37,83250.8,8.36,19.53
2024-05-24,Display,Awareness,West,204971,4120,2.01,7651.64,126,63,1.53,19074.58,2.49,121.45
2024-05-24,Referral,Conversion,South,12684,391,3.08,952.19,44,18,4.6,1927.13,2.02,52.9
2024-05-24,Referral,Consideration,West,139832,4477,3.2,7822.11,189,547,12.22,40293.24,5.15,14.3
2024-05-25,Email,Consideration,West,62169,3844,6.18,1052.63,742,139,3.62,9634.22,9.15,7.57
2024-05-25,Organic Social,Conversion,East,37955,729,1.92,812.47,52,20,2.74,2947.94,3.63,40.62
2024-05-26,Organic Search,Consideration,South,211821,15140,7.15,47756.32,2627,1986,13.12,189231.47,3.96,24.05
2024-05-26,Google Ads,Consideration,East,235823,7198,3.05,23106.36,646,660,9.17,71823.23,3.11,35.01
2024-05-26,Google Ads,Consideration,East,71262,4673,6.56,15205.13,365,534,11.43,162303.94,10.67,28.47
2024-05-26,Organic Social,Awareness,South,208309,11205,5.38,14201.36,2110,853,7.61,247174.28,17.4,16.65
2024-05-26,Meta Ads,Retention,North,83610,2697,3.23,7512.8,230,145,5.38,19878.26,2.65,51.81
2024-05-26,Organic Search,Conversion,North,85018,3456,4.07,4265.39,311,514,14.87,119460.44,28.01,8.3
2024-05-27,Email,Awareness,South,84063,5928,7.05,17737.78,231,629,10.61,240992.81,13.59,28.2
2024-05-27,Organic Social,Retention,South,77954,5612,7.2,5417.2,789,789,14.06,239385.97,44.19,6.87
2024-05-27,Google Ads,Awareness,North,138669,4747,3.42,14092.04,341,298,6.28,64884.8,4.6,47.29
2024-05-28,Referral,Retention,East,105167,2387,2.27,6561.84,299,113,4.73,32754.21,4.99,58.07
2024-05-29,Display,Conversion,West,73648,4922,6.68,11362.87,622,474,9.63,61138.89,5.38,23.97
2024-05-29,Organic Social,Consideration,East,31928,2191,6.86,5996.27,327,34,1.55,12081.9,2.01,176.36
2024-05-30,Email,Consideration,South,205857,9749,4.74,5846.92,1502,639,6.55,169796.22,29.04,9.15
2024-05-30,Display,Consideration,West,124619,5925,4.75,16650.21,667,284,4.79,103724.48,6.23,58.63
2024-05-30,Referral,Conversion,North,158124,5249,3.32,12886.8,417,747,14.23,156141.29,12.12,17.25
2024-05-30,Organic Social,Consideration,North,117082,6253,5.34,4188.37,1067,740,11.83,167113.43,39.9,5.66
2024-05-31,Meta Ads,Consideration,North,39228,1845,4.7,2287.06,139,144,7.8,9672.38,4.23,15.88
2024-05-31,Organic Search,Retention,West,23099,838,3.63,863.33,93,28,3.34,4978.12,5.77,30.83
2024-05-31,Meta Ads,Conversion,East,80769,3041,3.77,3796.77,280,229,7.53,49259.62,12.97,16.58
2024-05-31,Display,Consideration,East,127788,1224,0.96,808.65,212,73,5.96,4668.91,5.77,11.08
2024-05-31,Meta Ads,Retention,South,220164,2479,1.13,2192.4,242,193,7.79,69247.93,31.59,11.36
2024-06-01,Organic Social,Consideration,North,130149,2653,2.04,3557.08,237,228,8.59,91029.38,25.59,15.6
2024-06-01,Organic Social,Conversion,North,195228,6158,3.15,11200.29,887,593,9.63,58065.8,5.18,18.89
2024-06-02,Organic Social,Conversion,West,65058,1714,2.63,4542.35,220,134,7.82,4798.2,1.06,33.9
2024-06-03,Referral,Awareness,South,160072,2939,1.84,5736.05,115,381,12.96,59496.06,10.37,15.06
2024-06-04,Organic Social,Consideration,West,240713,17256,7.17,43235.88,1923,1246,7.22,317535.23,7.34,34.7
2024-06-05,Organic Search,Consideration,North,93664,4416,4.71,1900.9,672,188,4.26,20785.22,10.93,10.11
2024-06-06,Organic Search,Retention,North,247322,2331,0.94,5013.34,462,264,11.33,19587.77,3.91,18.99
2024-06-06,Google Ads,Consideration,South,171892,3927,2.28,11363.41,523,58,1.48,22794.36,2.01,195.92
2024-06-06,Organic Social,Awareness,South,49900,2199,4.41,2819.23,190,141,6.41,32217.66,11.43,19.99
2024-06-08,Meta Ads,Retention,West,149302,3688,2.47,7197.71,223,264,7.16,96427.94,13.4,27.26
2024-06-08,Display,Awareness,East,18947,1267,6.69,861.96,224,101,7.97,19093.3,22.15,8.53
2024-06-08,Organic Social,Consideration,West,20434,1272,6.22,2914.65,211,68,5.35,7462.3,2.56,42.86
2024-06-08,Display,Consideration,South,152226,11417,7.5,9286.19,709,626,5.48,41558.65,4.48,14.83
2024-06-08,Display,Consideration,South,189482,9083,4.79,20531.97,509,655,7.21,187139.51,9.11,31.35
2024-06-08,Organic Social,Consideration,West,177886,14134,7.95,18789.13,2102,1538,10.88,242616.25,12.91,12.22
2024-06-09,Referral,Consideration,South,167727,6347,3.78,19886.03,486,618,9.74,111581.4,5.61,32.18
2024-06-09,Organic Search,Conversion,South,12345,828,6.71,538.62,62,25,3.02,8381.58,15.56,21.54
2024-06-09,Google Ads,Awareness,South,68095,1241,1.82,349.32,58,32,2.58,10955.16,31.36,10.92
2024-06-09,Organic Search,Awareness,East,105311,3308,3.14,6252.16,223,360,10.88,47318.65,7.57,17.37
2024-06-10,Referral,Consideration,West,147055,9337,6.35,23822.38,905,1347,14.43,485528.96,20.38,17.69
2024-06-11,LinkedIn,Consideration,West,133379,4212,3.16,11867.51,639,465,11.04,46214.06,3.89,25.52
2024-06-11,Display,Awareness,East,143311,9012,6.29,10857.4,725,243,2.7,90727.76,8.36,44.68
2024-06-11,Google Ads,Awareness,East,86768,1475,1.7,1700.07,116,110,7.46,29066.56,17.1,15.46
2024-06-11,Google Ads,Conversion,North,199994,13431,6.72,44931.39,957,765,5.7,171769.29,3.82,58.73
2024-06-12,Organic Social,Conversion,West,243746,11524,4.73,35793.54,1222,419,3.64,58116.96,1.62,85.43
2024-06-12,Email,Consideration,West,63653,3272,5.14,3397.58,171,89,2.72,12113.23,3.57,38.18
2024-06-12,Organic Social,Awareness,East,107239,1050,0.98,1658.5,112,44,4.19,8631.08,5.2,37.69
2024-06-13,Meta Ads,Conversion,South,96353,3233,3.36,3395.6,474,41,1.27,4464.3,1.31,82.82
2024-06-13,Meta Ads,Retention,South,6708,452,6.74,1112.74,11,42,9.29,13634.28,12.25,26.49
2024-06-15,LinkedIn,Conversion,East,131468,9863,7.5,31122.22,214,212,2.15,17124.1,0.55,146.8
2024-06-15,Meta Ads,Retention,East,135351,2375,1.75,8028.13,79,282,11.87,69681.3,8.68,28.47
2024-06-16,Meta Ads,Retention,East,40428,1820,4.5,3123.81,211,132,7.25,34912.55,11.18,23.67
2024-06-16,LinkedIn,Awareness,East,26312,1659,6.31,5488.65,288,185,11.15,73366.76,13.37,29.67
2024-06-17,LinkedIn,Retention,West,59869,611,1.02,577.1,12,62,10.15,4934.53,8.55,9.31
2024-06-18,Display,Retention,East,86554,4872,5.63,1608.85,918,433,8.89,130705.79,81.24,3.72
2024-06-18,Email,Conversion,South,244779,14933,6.1,19767.89,584,2084,13.96,170862.37,8.64,9.49
2024-06-18,Email,Retention,South,207416,10076,4.86,34081.32,1728,158,1.57,61933.22,1.82,215.7
2024-06-18,Display,Conversion,North,97051,3251,3.35,7492.82,347,154,4.74,54516.54,7.28,48.65
2024-06-18,Google Ads,Retention,East,67032,4960,7.4,15258.05,687,193,3.89,75846.41,4.97,79.06
2024-06-19,Email,Conversion,West,203137,9505,4.68,31420.85,1063,137,1.44,28909.52,0.92,229.35
2024-06-20,Organic Search,Consideration,West,26447,736,2.78,1748.75,77,95,12.91,12591.62,7.2,18.41
2024-06-20,Google Ads,Consideration,East,64042,4971,7.76,13877.37,846,132,2.66,8479.09,0.61,105.13
2024-06-20,Email,Conversion,West,215545,15369,7.13,19484.52,2398,1973,12.84,656562.89,33.7,9.88
2024-06-20,Meta Ads,Retention,South,54678,1078,1.97,869.63,115,52,4.82,6682.29,7.68,16.72
2024-06-21,Google Ads,Awareness,North,155575,9620,6.18,20180.79,385,504,5.24,179817.84,8.91,40.04
2024-06-21,Organic Search,Retention,North,234740,3057,1.3,7478.11,124,209,6.84,82200.11,10.99,35.78
2024-06-21,LinkedIn,Retention,West,239073,18076,7.56,59921.06,2969,2079,11.5,579570.91,9.67,28.82
2024-06-21,Email,Conversion,West,111233,6002,5.4,3692.34,691,476,7.93,58687.59,15.89,7.76
2024-06-22,Display,Consideration,East,85388,3320,3.89,10570.82,354,438,13.19,118274.02,11.19,24.13
2024-06-22,Meta Ads,Consideration,West,142788,3244,2.27,7825.95,462,217,6.69,53184.26,6.8,36.06
2024-06-23,Google Ads,Consideration,South,23474,646,2.75,1955.95,112,79,12.23,12397.4,6.34,24.76
2024-06-24,LinkedIn,Consideration,West,165237,1512,0.92,4070.64,201,159,10.52,60121.75,14.77,25.6
2024-06-24,Organic Search,Retention,North,192116,10412,5.42,4667.42,1637,1361,13.07,345275.38,73.98,3.43
2024-06-25,LinkedIn,Consideration,East,115659,4179,3.61,2626.47,659,458,10.96,29736.6,11.32,5.73
2024-06-25,Email,Awareness,North,213434,2365,1.11,4203.14,198,225,9.51,59296.41,14.11,18.68
2024-06-26,Google Ads,Awareness,West,127225,4201,3.3,8885.18,291,217,5.17,23101.38,2.6,40.95
2024-06-26,Organic Social,Conversion,South,88555,2007,2.27,4092.34,329,170,8.47,15742.87,3.85,24.07
2024-06-27,Display,Awareness,South,85685,4508,5.26,14921.4,396,624,13.84,116793.98,7.83,23.91
2024-06-27,Organic Search,Conversion,North,224575,13060,5.82,23075.27,2384,1514,11.59,206283.96,8.94,15.24
2024-06-28,LinkedIn,Awareness,North,172340,8096,4.7,6073.93,263,499,6.16,90007.06,14.82,12.17
2024-06-28,Email,Awareness,North,235893,11175,4.74,8819.07,340,1470,13.15,361343.92,40.97,6.0
2024-06-28,Meta Ads,Retention,North,110400,6952,6.3,4853.38,1299,883,12.7,73412.54,15.13,5.5
2024-06-29,Google Ads,Conversion,North,161951,7460,4.61,17026.12,1019,213,2.86,56207.57,3.3,79.93
2024-06-29,Display,Retention,North,154302,2035,1.32,1442.0,179,218,10.71,80549.17,55.86,6.61
2024-06-30,Google Ads,Awareness,East,108065,3268,3.02,6657.11,509,267,8.17,41237.59,6.19,24.93
2024-07-01,LinkedIn,Retention,South,159245,8520,5.35,24328.64,1201,398,4.67,58262.72,2.39,61.13
2024-07-02,Organic Social,Retention,South,117782,9205,7.82,3618.77,1064,1081,11.74,298145.82,82.39,3.35
2024-07-03,Organic Search,Awareness,North,169226,3986,2.36,11413.16,150,159,3.99,10708.4,0.94,71.78
2024-07-04,Google Ads,Consideration,North,32810,2095,6.39,1236.46,348,151,7.21,24021.39,19.43,8.19
2024-07-04,Meta Ads,Consideration,East,40634,2929,7.21,8133.04,515,382,13.04,127488.72,15.68,21.29
2024-07-04,Google Ads,Consideration,East,60778,2512,4.13,1795.13,128,312,12.42,16298.93,9.08,5.75
2024-07-05,Email,Conversion,East,192598,14073,7.31,16690.82,2435,617,4.38,98804.18,5.92,27.05
2024-07-05,Referral,Conversion,West,241527,13452,5.57,30048.09,2394,1772,13.17,228385.48,7.6,16.96
2024-07-05,Organic Social,Conversion,East,163588,6052,3.7,5105.98,719,763,12.61,107547.5,21.06,6.69
2024-07-05,Organic Social,Conversion,North,14752,362,2.45,228.06,49,17,4.7,6425.73,28.18,13.42
2024-07-06,Display,Awareness,South,26253,291,1.11,945.08,25,16,5.5,6127.31,6.48,59.07
2024-07-06,Organic Search,Retention,East,102852,3795,3.69,12915.39,268,375,9.88,124593.53,9.65,34.44
2024-07-06,Referral,Awareness,North,167331,13170,7.87,5231.22,1974,1113,8.45,217676.17,41.61,4.7
2024-07-07,Organic Social,Retention,South,70428,4833,6.86,16667.87,846,546,11.3,50844.84,3.05,30.53
2024-07-07,LinkedIn,Consideration,West,79637,6041,7.59,19009.72,832,315,5.21,10616.71,0.56,60.35
2024-07-08,Google Ads,Consideration,West,119598,7907,6.61,20588.46,886,802,10.14,80139.6,3.89,25.67
2024-07-08,Meta Ads,Retention,South,188214,6815,3.62,18979.52,331,414,6.07,101202.63,5.33,45.84
2024-07-08,LinkedIn,Awareness,West,191292,8471,4.43,24430.55,250,1125,13.28,153698.48,6.29,21.72
2024-07-08,LinkedIn,Consideration,East,34118,2125,6.23,2454.44,212,313,14.73,46718.44,19.03,7.84
2024-07-08,Meta Ads,Retention,West,207921,15575,7.49,20248.65,449,280,1.8,83864.57,4.14,72.32
2024-07-08,Organic Social,Awareness,South,207779,13986,6.73,16197.21,1713,1164,8.32,167109.07,10.32,13.92
2024-07-09,Organic Social,Consideration,South,83707,5887,7.03,11285.36,523,573,9.73,72398.06,6.42,19.7
2024-07-09,Referral,Awareness,North,118613,9055,7.63,10287.52,1415,204,2.25,51703.92,5.03,50.43
2024-07-09,Email,Awareness,West,35795,585,1.63,302.2,43,70,11.97,18059.14,59.76,4.32
2024-07-10,Google Ads,Conversion,East,115155,9062,7.87,12472.18,1148,197,2.17,52782.72,4.23,63.31
2024-07-10,Email,Consideration,South,75194,4502,5.99,5807.98,525,363,8.06,87672.19,15.1,16.0
2024-07-10,Display,Retention,South,119650,2951,2.47,5760.07,61,261,8.84,75738.0,13.15,22.07
2024-07-10,Organic Search,Retention,North,142660,8534,5.98,20385.75,281,532,6.23,35057.07,1.72,38.32
2024-07-10,Email,Consideration,East,146958,7015,4.77,7535.8,506,953,13.59,292072.93,38.76,7.91
2024-07-12,Organic Search,Conversion,West,137212,9126,6.65,31467.38,1631,833,9.13,308157.11,9.79,37.78
2024-07-12,Display,Conversion,East,133775,8809,6.58,9775.14,409,565,6.41,23537.8,2.41,17.3
2024-07-13,Organic Search,Awareness,West,195731,8365,4.27,2261.37,1237,434,5.19,47882.44,21.17,5.21
2024-07-14,Organic Search,Retention,East,243700,12426,5.1,36929.76,2425,410,3.3,103751.8,2.81,90.07
2024-07-14,Organic Search,Awareness,West,219892,1970,0.9,761.17,319,89,4.52,17305.44,22.74,8.55
2024-07-15,Referral,Consideration,West,151110,10202,6.75,22101.35,650,937,9.18,329025.36,14.89,23.59
2024-07-16,Referral,Consideration,South,226823,8123,3.58,26532.41,1490,654,8.05,61423.68,2.32,40.57
2024-07-16,Referral,Consideration,East,191339,7473,3.91,23708.81,274,932,12.47,286777.65,12.1,25.44
2024-07-16,Referral,Conversion,North,243553,5700,2.34,5557.22,594,730,12.81,288891.28,51.98,7.61
2024-07-17,Referral,Retention,South,7659,546,7.13,960.96,98,37,6.78,2898.91,3.02,25.97
2024-07-19,LinkedIn,Awareness,West,143043,3016,2.11,4188.75,408,375,12.43,38537.58,9.2,11.17
2024-07-19,LinkedIn,Awareness,South,168864,7125,4.22,4599.26,672,569,7.99,149138.45,32.43,8.08
2024-07-19,Organic Social,Retention,East,55939,1026,1.83,1183.82,74,109,10.62,18712.48,15.81,10.86
2024-07-20,Email,Retention,West,43635,365,0.84,673.0,31,36,9.86,10805.33,16.06,18.69
2024-07-20,Meta Ads,Retention,South,101468,832,0.82,1494.26,92,33,3.97,9407.78,6.3,45.28
2024-07-21,Email,Consideration,East,7384,563,7.62,1186.98,43,6,1.07,2281.45,1.92,197.83
2024-07-21,Organic Social,Consideration,South,60077,4275,7.12,11816.57,831,328,7.67,96900.36,8.2,36.03
2024-07-22,Google Ads,Consideration,South,72534,3304,4.56,6743.19,620,54,1.63,12043.8,1.79,124.87
2024-07-24,Google Ads,Awareness,West,212190,8037,3.79,8917.32,1420,1140,14.18,382289.89,42.87,7.82
2024-07-24,Organic Social,Retention,West,72263,5133,7.1,6186.98,492,371,7.23,66195.58,10.7,16.68
2024-07-25,Meta Ads,Conversion,West,129661,7114,5.49,22697.15,1027,312,4.39,11399.83,0.5,72.75
2024-07-26,Organic Search,Conversion,South,158335,11877,7.5,41430.47,2167,787,6.63,215908.46,5.21,52.64
2024-07-26,Meta Ads,Consideration,North,111108,7692,6.92,2821.22,1331,743,9.66,269440.68,95.51,3.8
2024-07-26,Meta Ads,Conversion,East,61307,2281,3.72,1987.16,215,91,3.99,35485.66,17.86,21.84
2024-07-30,Referral,Awareness,South,125356,9508,7.58,12144.12,382,448,4.71,172533.76,14.21,27.11
2024-07-31,LinkedIn,Consideration,South,13016,528,4.06,1384.98,17,60,11.36,7603.02,5.49,23.08
2024-07-31,Organic Search,Awareness,North,86816,3161,3.64,10327.77,391,444,14.05,24949.62,2.42,23.26
2024-08-01,Organic Search,Awareness,East,9135,432,4.73,232.94,58,4,0.93,970.38,4.17,58.24
2024-08-02,Organic Social,Conversion,West,175492,7235,4.12,22584.67,1251,592,8.18,175053.0,7.75,38.15
2024-08-02,Email,Consideration,East,75448,1769,2.34,602.33,128,251,14.19,61712.79,102.46,2.4
2024-08-02,Google Ads,Awareness,West,116487,6524,5.6,5674.96,327,117,1.79,31831.2,5.61,48.5
2024-08-02,Google Ads,Retention,South,183570,10684,5.82,8939.13,942,1176,11.01,232282.47,25.98,7.6
2024-08-02,Referral,Awareness,South,23489,1283,5.46,835.3,107,98,7.64,14853.97,17.78,8.52
2024-08-03,Organic Search,Awareness,West,16116,788,4.89,2231.67,34,80,10.15,17818.22,7.98,27.9
2024-08-04,LinkedIn,Conversion,South,207747,2389,1.15,8327.63,336,342,14.32,99819.09,11.99,24.35
2024-08-04,LinkedIn,Conversion,East,125906,2654,2.11,5776.45,296,55,2.07,16258.67,2.81,105.03
2024-08-04,Email,Consideration,West,46971,2334,4.97,7523.97,349,223,9.55,42333.44,5.63,33.74
2024-08-04,LinkedIn,Conversion,North,137279,9911,7.22,4262.74,827,418,4.22,41851.02,9.82,10.2
2024-08-04,Email,Retention,North,236312,5416,2.29,5344.21,425,102,1.88,12022.72,2.25,52.39
2024-08-05,Email,Retention,West,174316,12494,7.17,14584.91,1312,833,6.67,261473.12,17.93,17.51
2024-08-05,Google Ads,Consideration,West,25074,308,1.23,418.77,54,34,11.04,3094.87,7.39,12.32
2024-08-05,Organic Social,Retention,North,172670,9114,5.28,20620.67,248,238,2.61,46738.55,2.27,86.64
2024-08-05,LinkedIn,Conversion,South,10774,172,1.6,565.76,28,9,5.23,2653.02,4.69,62.86
2024-08-07,Google Ads,Consideration,East,195026,3504,1.8,5853.14,302,518,14.78,133960.32,22.89,11.3
2024-08-07,Google Ads,Awareness,South,89761,3277,3.65,1148.67,569,107,3.27,4415.82,3.84,10.74
2024-08-07,Organic Social,Awareness,East,244464,5245,2.15,15414.58,862,660,12.58,27453.88,1.78,23.36
2024-08-07,Organic Social,Conversion,East,208047,11134,5.35,6130.67,921,1666,14.96,51326.35,8.37,3.68
2024-08-07,Google Ads,Awareness,West,47727,1888,3.96,5432.31,273,85,4.5,31098.76,5.72,63.91
2024-08-07,Meta Ads,Conversion,East,173418,3307,1.91,9226.18,161,87,2.63,13708.14,1.49,106.05
2024-08-08,Organic Social,Retention,South,60568,4772,7.88,5390.05,865,579,12.13,141934.88,26.33,9.31
2024-08-09,Referral,Retention,North,55583,3333,6.0,1555.69,309,161,4.83,19336.98,12.43,9.66
2024-08-09,Email,Retention,South,120357,2383,1.98,6462.12,243,270,11.33,96715.57,14.97,23.93
2024-08-10,Meta Ads,Retention,West,55098,3268,5.93,6165.17,480,393,12.03,138035.41,22.39,15.69
2024-08-10,Organic Search,Consideration,South,200425,13490,6.73,29590.71,2262,189,1.4,19144.89,0.65,156.56
2024-08-10,Referral,Awareness,South,221997,10531,4.74,36351.09,658,376,3.57,51504.7,1.42,96.68
2024-08-10,Organic Social,Consideration,West,226558,7443,3.29,25494.9,1034,766,10.29,252371.52,9.9,33.28
2024-08-11,Referral,Awareness,North,209923,7411,3.53,25643.44,671,1040,14.03,152971.72,5.97,24.66
2024-08-11,Meta Ads,Awareness,South,66388,2818,4.24,3752.27,243,180,6.39,37615.34,10.02,20.85
2024-08-11,Organic Search,Consideration,East,128950,5791,4.49,14230.79,835,208,3.59,61262.77,4.3,68.42
2024-08-11,Meta Ads,Awareness,West,158385,8072,5.1,15480.64,724,375,4.65,72813.58,4.7,41.28
2024-08-12,Organic Social,Awareness,South,226373,13192,5.83,21457.19,1085,1537,11.65,490671.46,22.87,13.96
2024-08-12,Meta Ads,Awareness,North,248051,13755,5.55,7852.67,2344,982,7.14,361045.91,45.98,8.0
2024-08-12,Organic Social,Retention,South,72494,3093,4.27,1542.93,118,442,14.29,53948.27,34.96,3.49
2024-08-13,Referral,Retention,East,51403,3055,5.94,4060.08,432,162,5.3,58997.25,14.53,25.06
2024-08-14,Email,Consideration,East,227441,17254,7.59,22208.51,1117,442,2.56,16808.83,0.76,50.25
2024-08-14,Organic Social,Awareness,South,100028,1736,1.74,2355.35,39,256,14.75,17496.47,7.43,9.2
2024-08-14,LinkedIn,Conversion,North,116431,2368,2.03,3319.29,118,234,9.88,75976.79,22.89,14.18
2024-08-14,Google Ads,Consideration,West,221192,5067,2.29,16729.91,654,662,13.06,123587.68,7.39,25.27
2024-08-15,Referral,Retention,West,16590,498,3.0,327.42,73,26,5.22,6845.95,20.91,12.59
2024-08-16,Google Ads,Conversion,North,8744,471,5.39,138.62,11,36,7.64,3389.64,24.45,3.85
2024-08-16,Google Ads,Awareness,South,151144,8667,5.73,5760.11,230,308,3.55,34274.98,5.95,18.7
2024-08-17,Organic Social,Retention,West,155023,10818,6.98,30051.18,1973,1178,10.89,398494.92,13.26,25.51
2024-08-17,Google Ads,Retention,North,143923,6687,4.65,3575.35,221,757,11.32,94911.18,26.55,4.72
2024-08-18,Referral,Consideration,South,59400,1823,3.07,5580.44,329,209,11.46,6799.0,1.22,26.7
2024-08-18,Google Ads,Consideration,West,203893,10077,4.94,12202.01,615,1326,13.16,448483.27,36.75,9.2
2024-08-18,Organic Search,Awareness,West,223561,10275,4.6,11048.68,1574,424,4.13,19967.3,1.81,26.06
2024-08-18,Google Ads,Retention,South,6283,478,7.61,285.81,36,63,13.18,21868.93,76.52,4.54
2024-08-20,Meta Ads,Consideration,North,126668,9709,7.66,13466.64,1694,700,7.21,215150.1,15.98,19.24
2024-08-20,Organic Search,Awareness,West,5587,229,4.1,578.01,33,34,14.85,2076.25,3.59,17.0
2024-08-20,Organic Search,Conversion,West,99840,2749,2.75,6220.62,253,250,9.09,96504.69,15.51,24.88
2024-08-20,Email,Retention,East,7352,288,3.92,775.99,9,34,11.81,12345.93,15.91,22.82
2024-08-20,Organic Search,Conversion,South,38866,2997,7.71,6344.41,455,78,2.6,2874.81,0.45,81.34
2024-08-20,Organic Social,Awareness,North,94906,4896,5.16,6187.14,641,622,12.7,172684.83,27.91,9.95
2024-08-21,Google Ads,Awareness,West,30556,2340,7.66,826.68,48,306,13.08,38692.11,46.8,2.7
2024-08-22,LinkedIn,Conversion,East,90090,5823,6.46,5130.23,126,333,5.72,126764.69,24.71,15.41
2024-08-23,Google Ads,Conversion,East,151424,3769,2.49,11842.66,624,263,6.98,34666.8,2.93,45.03
2024-08-24,Meta Ads,Conversion,North,119889,8935,7.45,30598.64,595,1100,12.31,146691.17,4.79,27.82
2024-08-24,LinkedIn,Awareness,East,38691,1249,3.23,2098.56,167,147,11.77,48852.46,23.28,14.28
2024-08-24,Email,Awareness,West,18565,316,1.7,896.5,32,23,7.28,7576.25,8.45,38.98
2024-08-25,Meta Ads,Retention,East,63643,3070,4.82,2980.33,538,174,5.67,68496.53,22.98,17.13
2024-08-25,Google Ads,Awareness,South,7282,531,7.29,981.91,98,23,4.33,8817.59,8.98,42.69
2024-08-26,Google Ads,Conversion,North,160378,5990,3.73,14468.07,1194,271,4.52,97244.61,6.72,53.39
2024-08-26,Meta Ads,Conversion,West,236527,4457,1.88,1488.11,212,512,11.49,48260.35,32.43,2.91
2024-08-26,Referral,Retention,West,246324,15814,6.42,32601.61,2772,1976,12.5,274670.39,8.43,16.5
2024-08-27,Email,Retention,West,58798,2280,3.88,6127.71,154,318,13.95,112842.94,18.42,19.27
2024-08-27,Referral,Consideration,South,83471,3852,4.61,8620.2,486,482,12.51,144607.27,16.78,17.88
2024-08-28,Display,Awareness,South,161222,4496,2.79,4769.08,499,217,4.83,44006.86,9.23,21.98
2024-08-29,LinkedIn,Retention,West,77805,4410,5.67,12305.25,102,347,7.87,20107.72,1.63,35.46
2024-08-29,Email,Retention,North,70633,5178,7.33,1719.21,972,620,11.97,76927.05,44.75,2.77
2024-08-29,Display,Conversion,East,147810,10564,7.15,7288.16,360,365,3.46,101550.3,13.93,19.97
2024-08-29,Display,Awareness,North,127115,8126,6.39,17322.01,1169,228,2.81,35218.17,2.03,75.97
2024-08-30,Meta Ads,Retention,North,60426,677,1.12,1670.16,109,80,11.82,30603.9,18.32,20.88
2024-08-31,Referral,Retention,South,91544,5445,5.95,17344.34,888,163,2.99,48056.03,2.77,106.41
2024-09-02,Display,Conversion,West,88375,4228,4.78,8087.43,187,537,12.7,196589.51,24.31,15.06
2024-09-02,Referral,Retention,West,215357,15103,7.01,17116.32,1518,767,5.08,183561.93,10.72,22.32
2024-09-03,Google Ads,Retention,West,182691,13622,7.46,29627.57,2306,1999,14.67,141434.54,4.77,14.82
2024-09-03,Organic Social,Consideration,East,188467,6062,3.22,19721.81,451,853,14.07,75822.2,3.84,23.12
2024-09-03,Email,Awareness,East,234817,8905,3.79,8708.58,927,722,8.11,257270.95,29.54,12.06
2024-09-03,Email,Awareness,West,142868,5778,4.04,3981.1,399,97,1.68,30658.99,7.7,41.04
2024-09-05,Display,Conversion,West,225931,15600,6.9,12624.76,1613,198,1.27,57100.24,4.52,63.76
